a1,d,g,u,definition,disambiguation
3.54984427062189,0.917964141808005,0,1,hier,
4.35160829859709,3.76024560263678,0,1,et,
4.62908871858698,1.68615121924317,0,1,parce.que,
3.24017808385721,1.57295759579795,0,1,mais,
2.78964751808559,0.801718814795525,0,1,si,
3.38297504555627,-0.449183995669885,0,1,donc,
2.4491630858211,0.690089280215333,0,1,alors,
3.19961842426885,0.018603268512359,0,1,rocher,
5.12639773009858,5.52909110081768,0,1,nuage,
2.30809675787812,0.393616832019377,0,1,drapeau,
4.72351533404412,3.94703398414864,0,1,herbe,
3.08635005543861,1.27595325968593,0,1,tuyau,
3.53332893258603,2.42119241575021,0,1,échelle,
2.04225136849236,-0.334194933708477,0,1,tondeuse.à.gazon,
4.66022083724812,2.48126105391541,0,1,toit,
3.05656800112305,1.3441084096425,0,1,bac.à.sable,
4.81160331320657,3.50456749980234,0,1,trottoir,
3.34241395080815,2.64544322191232,0,1,bonhomme.de.neige,
3.48854062047566,3.42457471040606,0,1,arrosoir,
3.19949681698757,3.36806944260581,0,1,bâton,
4.35692954482034,2.29493434623101,0,1,pierre,
4.18016658498993,3.84240569905861,0,1,rue.route,
3.81598100376731,3.96490765670342,0,1,vent,
4.59110707466724,5.2867403504873,0,1,monsieur,
2.69582930242615,0.91564419315359,0,1,clown,
4.89098030867583,4.33954102751879,0,1,docteur,
3.50690473671634,4.05037854930347,0,1,pompier,
3.87068710260495,3.59917380310526,0,1,copain.ine,
2.98793876300502,0.0656578377832378,0,1,facteur,
3.94299025771224,-1.51950045649796,0,1,infirmière,
3.41907080757907,2.64526628150665,0,1,police,
1.83193148568419,1.52595241908318,0,1,nom.de.l.animal.domestique,
4.21834222147795,2.15214856167344,0,1,suis,suis (être)
4.66372982446865,1.85077314812063,0,1,sont,sont (être)
3.58476448789368,1.15568824439131,0,1,être,
3.442009872428,3.1554977199164,0,1,est,
3.99388397898075,3.35849774708004,0,1,peux,
3.61785437364405,-0.782472501319195,0,1,pourrait,
5.02158620636904,4.00569609915323,0,1,a.fait,
4.3817017733087,3.04972065277128,0,1,faire,
4.96204724653337,4.87002595650858,0,1,fait,
2.33058483763811,1.89479645369165,0,1,ne.pas,
4.1575370413853,-0.731535701921074,0,1,devoir.faire,
2.85469689308703,-1.97215289686041,0,1,avoir.à.faire,
4.0086848356608,3.06068587972644,0,1,laisse.moi,
4.63903070113338,1.40567692608446,0,1,avoir.besoin.de,
4.60524276973123,1.03935959792972,0,1,essayer.de,
3.10411988823111,2.04566903880885,0,1,vouloir,
4.30793858434916,1.15626376316696,0,1,était,
4.12381825788345,3.18473974431214,0,1,panier,
3.4703041323561,3.90961051224691,0,1,seau,
2.36663475862246,-1.97870337284149,0,1,ordures,
2.70566512041267,3.6997622351566,0,1,pot,pot (récipient)
4.47579011930943,6.78178644479813,0,1,couteau,
2.29421188017921,-0.341650207813242,0,1,serpillière,
2.89580941363774,0.0232570795163869,0,1,clou,
2.86160248987613,-0.348301160932541,0,1,serviette.de.table,
3.65875666436201,4.20525901154892,0,1,mouchoir,
2.86051080700775,0.756581419296687,0,1,plateau,
1.74028419883444,-1.4426921190244,0,1,trotteur,trotteur (meuble pour enfants)
4.31295480981006,4.71792966800533,0,1,coussins,
5.47665436618712,4.44515854213103,0,1,être.réveillé,
3.41564293946574,1.21691964545212,0,1,mieux,
4.31989825090917,4.04959003332381,0,1,noir,noir.e
3.52547864280554,2.48160818358935,0,1,marron,marron (couleur)
4.23513206145812,1.25505238984246,0,1,premier.ère,
3.72696323233855,1.64644404215277,0,1,plein.ne,
4.02401503665048,4.42974246733263,0,1,vert.e,
3.55226115382652,3.78565171956674,0,1,lourd.e,
3.16113981372347,1.47539399194263,0,1,haut.e,
3.35485628527062,1.09222628604107,0,1,dernier.e,
4.84050292673972,0.907870156351324,0,1,long.ue,
4.13363844430991,2.83089718639983,0,1,fort.e,
2.96434025428085,0.301155811955931,0,1,fou.folle,
4.39417683581992,0.059441404691744,0,1,neuf.ve,
2.04480963239212,-0.560143747174026,0,1,bruyant.e,
3.96708395736007,3.87959482925284,0,1,orange,orange (couleur)
3.73728944321759,0.790292739888801,0,1,tranquille,
4.0789130352638,3.51095171064401,0,1,triste,
4.41596172468492,-0.754895780430512,0,1,lent.e,
3.18725135336953,-0.345794960872024,0,1,minuscule,
4.11691146910732,3.14450938960681,0,1,blanc.he,
1.95187813240753,-2.27865779837697,0,1,venteux,
3.62086285937462,4.30816277509218,0,1,jaune,
2.86034439744784,2.74773069655105,0,1,coquin.e,
3.49990352184319,3.08685008152682,0,1,coincé,
5.0894711634386,2.21782279666231,0,1,construire,
4.60653178308877,2.75442713780707,0,1,acheter,
4.90573544728775,5.21881635398029,0,1,porter,
4.58137461977452,4.10497400729448,0,1,attraper,
3.52288295553541,0.389170340836199,0,1,courir.après,
2.11791195841715,1.95057235361133,0,1,faire.bravo,
3.95652330438163,2.34073004746753,0,1,sécher,
3.44977190760875,-1.02260124692798,0,1,déposer,
4.97776610630583,4.05071815425397,0,1,trouver,
3.37220242185367,-1.2686215803242,0,1,aller.bien.avec,
4.70805952591363,3.64579196041023,0,1,réparer,
4.92278880606598,-2.09898479968714,0,1,détester,
5.56729910358373,4.82278612883656,0,1,avoir,
3.43916684789833,2.32721841886712,0,1,entendre,
4.35327417581759,6.13055549473122,0,1,cacher,
2.93742759744795,2.17904119779055,0,1,tenir,
3.97617807230208,4.14459474803694,0,1,couper,
3.08649329190936,1.3625797326479,0,1,frapper.à.la.porte,
4.58750094327256,2.03486331821274,0,1,lécher,
4.36081150903875,2.76906907737829,0,1,aimer.bien,
3.54552701439045,3.34683396969659,0,1,écouter,
3.61103783029239,2.2792141285731,0,1,ramasser,
4.48750605988197,3.32278857542704,0,1,faire.de.la.peinture,
5.23738599637568,2.67008452632746,0,1,renverser,
3.57623525133913,1.42729800250428,0,1,verser,
3.53938955795987,0.333481037282219,0,1,faire.semblant,
2.66556541918851,-0.790468313089519,0,1,goutter,
4.93780705540235,3.40421293068624,0,1,déchirer,
4.28634714150657,0.984986304919504,0,1,secouer,
4.37172138242744,1.7148266403912,0,1,partager,
3.52906824158068,4.37689222066389,0,1,s.asseoir,
3.07703421547561,-1.6147507227469,0,1,faire.du.patin,
4.25908335349355,2.67293123439709,0,1,glisser,
4.67653226238402,4.37244819704666,0,1,travailler,
5.2029750713949,-1.33234738921998,0,1,souhaiter,
3.23683465289464,2.54977051088082,0,1,être.debout,
5.04712608986346,3.1354920630585,0,1,rester,
3.66442554641286,2.16145667759882,0,1,balayer,
6.55228589195694,5.28663731334127,0,1,parler,
4.37218926152803,4.62216916151905,0,1,goûter..verb.,
3.36228510736592,0.722205762634219,0,1,arracher,
4.79931128137983,0.0056016554210579,0,1,penser,
2.85158683179096,3.43170752890835,0,1,attendre,
5.63984890499326,4.07688366695821,0,1,se.réveiller,
4.25486740213557,-0.116355804521772,0,1,couvrir,
3.87653911816747,1.7486087826435,0,1,grimper,
4.48213104537925,3.25847585593469,0,1,cuisiner,
2.91764634562258,1.45949606861068,0,1,appareil.photo,
4.01213298646372,3.74134813251746,0,1,aller,"aller (je vais manger / tu vas dormir … 
aller (auxiliaire)"
3.51969130812716,0.0507949503658704,0,1,eux,
