"a1","d","g","u","definition"
2.07782669229904,-2.50117218342468,0,1,"tondeuse.à.gazon"
5.4711549040358,-2.78124744851959,0,1,"toit"
3.51325539235149,-2.07957533917271,0,1,"bac.à.sable"
5.61492841994727,-1.92000890745993,0,1,"trottoir"
3.96928359100992,-1.14272245538353,0,1,"bonhomme.de.neige"
4.11477819696392,-0.519098222327522,0,1,"arrosoir"
3.70288323782824,-0.239719338926304,0,1,"bâton"
5.04943664308562,-2.59650597944764,0,1,"pierre"
5.00245075692507,-0.89990538522005,0,1,"rue.route"
4.50531629473036,-0.350284519906815,0,1,"vent"
5.43533753847647,0.0940818814605657,0,1,"monsieur"
2.97186789945595,-2.06674906044713,0,1,"clown"
5.83468383398853,-1.20613680354469,0,1,"docteur"
4.10767898477778,0.0937517575605038,0,1,"pompier"
4.50079289584976,-0.766734399188732,0,1,"copain.ine"
3.31192600059421,-3.2027264673922,0,1,"facteur"
4.21129267787547,-5.63417032436928,0,1,"infirmière"
3.98081651504462,-1.20821099506965,0,1,"police"
1.90343201102894,-0.534367101429373,0,1,"nom.de.l.animal.domestique"
4.93885463054221,-2.60615527193568,0,1,"suis"
5.34681257290968,-3.34305510888754,0,1,"sont"
4.09632701841456,-2.83654772396949,0,1,"être"
3.96393519541671,-0.720348000715466,0,1,"est"
4.64160465347705,-1.14321244533961,0,1,"peux"
3.91791788963417,-4.62750056117097,0,1,"pourrait"
5.91619716062346,-1.67349073322833,0,1,"a.fait"
5.79385671678456,-0.738784471771499,0,1,"fait"
2.61665692728756,-0.7154213156394,0,1,"ne.pas"
4.39268036185253,-5.04129593077457,0,1,"devoir.faire"
2.96979979003877,-4.89946556732438,0,1,"avoir.à.faire"
4.70412275376579,-1.46801733682641,0,1,"laisse.moi"
5.29775583624118,-3.74270922634998,0,1,"avoir.besoin.de"
5.15507357446907,-3.99805333054952,0,1,"essayer.de"
3.59835593595699,-1.44885344933951,0,1,"vouloir"
4.90493376735016,-3.61815685085476,0,1,"était"
4.8794560440087,-1.48603258040925,0,1,"panier"
4.02696210924266,-0.00644787199760568,0,1,"seau"
2.4689948096469,-4.44046793783495,0,1,"ordures"
3.06643889001067,0.645467549929559,0,1,"pot"
5.0966646504753,1.71120942959373,0,1,"couteau"
2.53225591190566,-2.85859833914906,0,1,"serpillière"
3.26329314752872,-3.1826478485801,0,1,"clou"
3.08840219905819,-3.41959113840814,0,1,"serviette.de.table"
1.72187734976445,-3.51203074493497,0,1,"cassette"
4.25688428746153,0.0753973193290059,0,1,"mouchoir"
3.25342370217783,-2.42644717718292,0,1,"plateau"
1.74287075907454,-3.26178370150966,0,1,"trotteur"
5.09179312499464,-0.158945469679896,0,1,"coussins"
6.59159833590953,-1.78358466403959,0,1,"être.réveillé"
3.94996445432944,-2.61596176161617,0,1,"mieux"
5.07739158068072,-0.832757626897355,0,1,"noir"
4.06617382397275,-1.47774885360183,0,1,"marron"
4.84603094068293,-3.45593401840826,0,1,"premier.ère"
4.31576904669061,-2.5368507627249,0,1,"plein.ne"
4.14790110049576,-0.223571501320532,0,1,"lourd.e"
3.62236965733861,-2.06377177728126,0,1,"haut.e"
3.80142887147683,-2.62957804714321,0,1,"dernier.e"
5.41720608361252,-4.37893741242731,0,1,"long.ue"
4.75477945742288,-1.80405007184559,0,1,"fort.e"
3.31280840951245,-2.96477892448176,0,1,"fou.folle"
4.85759488517206,-4.69119497164958,0,1,"neuf.ve"
2.25991064009346,-2.8066778944367,0,1,"bruyant.e"
4.61688573839951,-0.597046409424056,0,1,"orange"
4.32757719414583,-3.40375990681873,0,1,"tranquille"
4.86116163275401,-1.11415913467582,0,1,"triste"
4.72438779441216,-5.37925234089493,0,1,"lent.e"
2.75410997509466,-1.96148564694399,0,1,"collant.e"
3.5865401159713,-3.85681898232531,0,1,"minuscule"
4.80711575909787,-1.49870493254472,0,1,"blanc.he"
2.04546343086643,-4.30982818851101,0,1,"venteux"
4.18052552021039,0.222510866967644,0,1,"jaune"
3.30000089201993,-0.47465523183272,0,1,"coquin.e"
4.12575948266714,-0.870609494974565,0,1,"coincé"
5.90128682326911,-3.48483752099302,0,1,"construire"
5.8473834134352,-0.337426736701892,0,1,"porter"
5.41230518570468,-1.07936647020672,0,1,"attraper"
2.3321668767623,-0.427462336089893,0,1,"faire.bravo"
4.68689047863448,-2.14571397860397,0,1,"sécher"
3.72282269752263,-4.67473343565361,0,1,"déposer"
5.91969533241946,-1.59234169827153,0,1,"trouver"
5.60352587974401,-1.6935148181664,0,1,"réparer"
4.95660686313165,-6.86545123573991,0,1,"détester"
6.62997872035663,-1.48842561424991,0,1,"avoir"
4.02925128804344,-1.55783700188273,0,1,"entendre"
5.04047120176462,1.21542161991069,0,1,"cacher"
4.70781742103356,-0.351848597468103,0,1,"couper"
3.52835421985387,-2.08732668867638,0,1,"frapper.à.la.porte"
5.31405327931137,-3.10676061756383,0,1,"lécher"
5.15197124651953,-2.16742156811129,0,1,"aimer.bien"
4.34428583078229,0.610004566988735,0,1,"faire..verb."
4.26997588278503,-1.81277865654853,0,1,"ramasser"
5.31688371273002,-1.76099998174314,0,1,"faire.de.la.peinture"
6.15285087974183,-3.24143950384864,0,1,"renverser"
4.17705059054948,-2.60506126120369,0,1,"verser"
3.94271305272014,-3.53454045324393,0,1,"faire.semblant"
2.47111351511772,-3.4105403020273,0,1,"goutter"
5.9163644807262,-2.21339831764599,0,1,"déchirer"
4.92383793725697,-3.79303579187136,0,1,"secouer"
5.05464202389871,-3.18008209415766,0,1,"partager"
4.0626976576182,0.394251054275612,0,1,"s.asseoir"
3.21282637392997,-4.7824707784958,0,1,"faire.du.patin"
5.05236359605397,-2.15773157417313,0,1,"glisser"
5.56533311645961,-0.926040081242263,0,1,"travailler"
5.31585924752424,-6.49404622321934,0,1,"souhaiter"
3.80492475077352,-1.10868605272371,0,1,"être.debout"
5.97994979730727,-2.58342795173725,0,1,"rester"
4.22541546708426,-1.9488143908787,0,1,"balayer"
7.69970917582763,-2.11399298335052,0,1,"parler"
5.07718032543767,-0.316273993237706,0,1,"goûter..verb."
3.80663526455452,-3.00102580449354,0,1,"arracher"
5.35072522726276,-5.2125208933743,0,1,"penser"
6.75687564644499,-2.33581886274567,0,1,"se.réveiller"
4.60318920258694,-4.63850317962256,0,1,"couvrir"
4.47725970186625,-2.59469173742659,0,1,"grimper"
5.37931897304474,-1.84152208175267,0,1,"cuisiner"
3.33660903552797,-1.80436178641511,0,1,"appareil.photo"
4.61476899328436,-0.778372091976341,0,1,"aller"
3.92689544361761,-3.79748842436028,0,1,"eux"
